"hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.logFC","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherPval","hurdle_sample_typepoor_not_brain...sample_typegood_not_brain.fisherAdjPval"
0.0431386148587187,0.933576837598431,1
-0.140619864070043,0.805485828480332,1
NA,0.999999999999999,1
NA,0.999999999999998,1
NA,0.479424225633286,1
0.496564453109772,0.592803767487203,1
2.43089885146457,4.25694901352902e-07,0.000373972970838525
NA,0.240146642783627,1
-0.0866339859214299,0.875230171840755,1
NA,1,1
NA,0.298372391702947,1
NA,0.119619019380905,1
NA,0.999999999999999,1
-0.60735237867931,0.352933456643623,1
NA,1,1
-0.390771699222744,0.332604105225009,1
1.1755468204808,0.196947921767206,1
NA,1,1
-0.10843291198904,0.86971733424038,1
NA,0.999999999999999,1
-0.06514620826328,0.992458922521457,1
NA,0.320532417664418,1
0.096273939192356,0.732169022978424,1
-0.293024716939942,0.749394259010622,1
-0.0819179281937494,0.982173627807954,1
1.38396665445638,0.0447531480191282,0.860926435068704
NA,1,1
-0.0164435921777829,0.993101054153381,1
NA,0.214201172702215,1
1.22984081983358,0.227419108163091,1
NA,0.129325161585835,1
NA,0.271799129659215,1
NA,0.240146642783627,1
NA,1,1
0.379078428074255,0.700142912598511,1
0.725537285587354,0.445109873080107,1
NA,0.999999999999999,1
NA,0.568410949627149,1
0.245610103025047,0.787745168665272,1
0.336389379223629,0.774625604695178,1
0.695327131738073,0.0841963163530317,1
NA,0.816938424219588,1
0.0946790881296378,0.770468985017041,1
0.818708089866685,0.0817665970470953,1
0.203587368477417,0.891254195537108,1
-0.42610804712751,0.583945403599804,1
NA,0.561266290958141,1
0.0767025855594821,0.263961004170997,1
0.473272980319545,0.0511878158332876,0.886697020045873
-0.308397418698906,0.846976649219615,1
-1.11464661288318,0.251305990484864,1
-0.284012072024183,0.792257799869422,1
NA,0.142891879245744,1
NA,1,1
1.37932485276422,0.0976851372411975,1
0.0358466491230516,0.871179922930673,1
-0.605689537004166,0.169875751553211,1
NA,0.471737010843616,1
0.0890128992589156,0.9789599484344,1
NA,1,1
NA,0.182966214194635,1
-0.374242078516128,0.688878914075185,1
0.125495705390427,0.931148067144796,1
NA,0.506680324855859,1
0.537663556111748,0.409655644794635,1
-0.677658557211928,0.544403906222774,1
NA,0.564997602818655,1
-0.304577948324779,0.76911411145037,1
0.213780043155298,0.733830307081805,1
0.00933054904540087,0.999826309478663,1
-1.36932194575137,0.222746012322398,1
NA,0.479424225633285,1
NA,0.665380288569236,1
0.0298842376199279,0.945897794246747,1
-0.484326256056136,0.295772803830078,1
-0.0328881814378739,0.866833089879283,1
NA,0.603848356800184,1
0.189426575492499,0.576106723777049,1
-0.0872753016250641,0.946899471584382,1
0.305651464356115,0.903622325045587,1
0.642116010395664,0.347738062273747,1
-0.0914708722587314,0.871873830818192,1
NA,0.104200335862251,1
0.237839179910803,0.741070844095933,1
0.156428759787616,0.876517424191749,1
NA,0.509597068318729,1
NA,0.21264616319432,1
0.562721167489705,0.638689680027304,1
0.593039050733932,0.741617227476525,1
0.174760994782229,0.940711072791884,1
NA,0.479424225633286,1
1.38398925916708,0.251503725985765,1
0.0175377134098622,0.599458807029217,1
0.765000807606586,0.203106914413772,1
0.502134313523849,0.707192652125127,1
1.05688994995538,0.0276616435003925,0.697629296127124
0.5502746425752,0.705779648228206,1
NA,0.999999999999999,1
NA,1,1
0.839581969163964,0.306656295549245,1
-0.0129756024730157,0.918064472282467,1
-0.264813224072979,0.690268921264585,1
-0.233423334311744,0.457031723009729,1
0.15717253966688,0.897546964923395,1
0.32603646551775,0.641377673459786,1
NA,0.240146642783627,1
-0.465685441162852,0.449250124931378,1
0.136967691131787,0.973534334707028,1
-0.0221125884487696,0.413367479743902,1
NA,0.479424225633286,1
1.73657396203273,0.228050103419837,1
0.436997672628218,0.834550542101823,1
0.0855988498727535,0.988160849465155,1
0.442431130476505,0.708811239540582,1
0.0549975586053328,0.986629601170909,1
NA,0.999999999999999,1
0.490515102964976,0.257740061352906,1
NA,0.479424225633285,1
NA,0.509309467827375,1
NA,0.24014664278363,1
0.0595380430762038,0.921201512425894,1
NA,0.366337419594419,1
NA,0.999999999999999,1
NA,0.282886615266182,1
NA,0.999999999999999,1
NA,0.999999999999999,1
NA,0.240146642783627,1
0.199543512864535,0.881939424296907,1
1.00007137816531,0.213883061436124,1
NA,1,1
0.273095578069039,0.729300819338859,1
NA,0.282562658842317,1
NA,0.517986443887667,1
NA,0.240146642783628,1
NA,0.240146642783627,1
NA,0.240146642783629,1
NA,0.999999999999999,1
0.511763647725055,0.315802491389103,1
0.238234498180466,0.770557558772208,1
NA,0.240146642783629,1
NA,0.107603845802286,1
0.510859382920645,0.155907274951451,1
0.455707650538902,0.120083699480103,1
-0.387265960266059,0.698188005051704,1
-0.138159158060613,0.969774198039249,1
NA,1,1
-0.132144925103729,0.665774551506592,1
1.06581345079643,0.114004921934361,1
0.451110217447375,0.613199322110173,1
-0.432826850252498,0.776535061537774,1
-0.578828875773856,0.323367689253305,1
-0.0992041029291902,0.672470634049649,1
NA,1,1
0.645843965563856,0.111258376079316,1
NA,0.240146642783629,1
0.439739106437891,0.749703972454036,1
NA,0.999999999999999,1
0.739839002142755,0.543141030717234,1
NA,0.999999999999996,1
NA,1,1
-0.0850541886703663,0.886795141235452,1
NA,0.999999999999996,1
NA,0.629455342428822,1
0.941091005151941,0.095684848819496,1
0.649374635389889,0.139006258672964,1
0.415333934455279,0.678514615192903,1
-0.173932575445589,0.799801393630501,1
-1.19088410274168,0.129817945132349,1
0.222469949882907,0.674049556605211,1
NA,0.240146642783628,1
0.201370439256785,0.946725529732412,1
NA,0.479424225633285,1
0.0280162586580994,0.998994138684708,1
NA,0.240146642783627,1
NA,0.999999999999999,1
0.0740994314272618,0.902769180371747,1
1.15042217723844,0.00359607389662527,0.225653637013236
NA,0.999999999999999,1
1.11035539104936,0.160451399952342,1
NA,0.282562658842316,1
0.00764708050359936,0.999842251899575,1
NA,0.479424225633285,1
1.47955361518042,0.00621557161426413,0.30717879422519
NA,0.497475956661608,1
0.262033505244591,0.963102633270391,1
0.0551518869552439,0.988122597188414,1
NA,0.288520731499958,1
-0.371688555693842,0.687771972848742,1
NA,0.240146642783627,1
-0.416402713334383,0.0565225192061115,0.886697020045873
NA,1,1
NA,1,1
0.864642248018291,0.0853723947900703,1
0.242551043519056,0.9016410501052,1
NA,0.999999999999999,1
NA,0.479424225633285,1
0.266805034150037,0.908368283302994,1
NA,0.479424225633284,1
NA,0.479424225633285,1
